query,match,score
màu thực phẩm tự nhiên tùy theo vị bao gồm,màu thực phẩm tự nhiên e120,32.939873
màu thực phẩm tổng hợp tatrazine,màu thực phẩm tổng hợp,33.3867
màu thực phẩm tổng hợp tatrazine,màu thực phẩm tổng hợp e110,32.166004
hương rong biển,hương rong biển tự nhiên,24.209078
hương rong biển,rong biển,18.667988
whey cô đặc,đam whey cô đặc,25.014826
whey cô đặc,đạm whey cô đặc,25.014826
nước dừa bến tre,nước dừa,15.918155
nước dừa bến tre,nước dừa organic,15.081269
bột cà chua sấy,bột cà chua,22.972765
bột cà chua sấy,gia vị bbq  bột cà chua,16.012045
hương cua tự nhiên,hương cua nhân tạo,13.871576
hương cua tự nhiên,hương cua tổng hợp,13.871576
protein bột mì,bột mì,15.957785
protein bột mì,chứa bột mì,15.195013
dấm,gia vị dấm,11.102929
dấm,dấm gạo,9.871138
hương nhục đấu khẩu,hương nhục đậu khẩu,23.011255
hương nhục đấu khẩu,hương nhục đậu khấu,13.871576
nước tương,nước đường bột nước tương,20.719421
nước tương,bột nước tương,18.236423
từ sữa bò thanh trùng,sữa bò thanh trùng,41.170326
từ sữa bò thanh trùng,từ sữa bò,26.116095
bột ngọt,chất tăng hương vị bột ngọt,18.850094
bột ngọt,bột bắp ngọt,11.693831
cà phê culi,cà phê,16.80756
cà phê culi,cà phê nhân,15.988846
hạt kê nghiền,hạt dẻ nghiền,15.07321
hạt kê nghiền,bột hạt kê,11.102929
milk,milk powder,9.175454
milk,milk protein,9.175454
vảy khoai tây,khoai tây,17.757221
vảy khoai tây,vẩy khoai tây,16.905727
chất điều vị mononatri l glutamat,chất điều vị mononatri l glutamat e621,45.64582
chất điều vị mononatri l glutamat,chất điều vị mononatri l,38.62559
bột cà ri,bột cà ri e14,23.854904
bột cà ri,bột cà ri ớt,23.854904
chất tạo màu erythrosin tổng hợp gói xốt,chất tạo màu erythrosin tổng hợp,44.16031
chất tạo màu erythrosin tổng hợp gói xốt,chất tạo màu erythrosin tổng hợp bột gia vị,39.86027
enzyme treatment stevia,enzyme xử lý stevia,17.14872
enzyme treatment stevia,enzyme,10.4258
apple flavour,apple,11.256905
apple flavour,flavour,10.866129
bột trắng trứng,bột lông trắng trứng,22.165514
bột trắng trứng,bột lòng trắng trứng,22.165514
cholin bitartrat,cholin,11.500251
cholin bitartrat,cholin clorua,10.751766
tôm khô,chiết xuất bột tôm khô,18.037758
tôm khô,tôm,9.65657
sản phẩm có chứa một lượng rất ít sữa,sản phẩm có thể chứa một lượng rất ít đậu nành,46.308384
sản phẩm có chứa một lượng rất ít sữa,sản phẩm có thể chứa một lượng rất ít đầu nành,46.308384
được làm từ lúa,được làm từ gạo,28.118519
được làm từ lúa,được làm từ  nước dừa,26.957668
không sử dụng hoá chất bảo quản,không sử dụng chất bảo quản,48.25128
không sử dụng hoá chất bảo quản,không sử dụng hóa chất bảo quản,46.427666
tinh bột biến tinh,tinh bột bắp biến tinh,33.190376
tinh bột biến tinh,tinh bột biến,23.861612
cheese powder,cheese solids,11.825552
cheese powder,mascarpone powder,7.3779764
gia vị e0,hành tây e0  gia vị e0,25.827023
gia vị e0,gia vị,13.756061
seaweed sachet,seaweed,12.648787
seaweed sachet,seasoning sachet,10.751766
hydrolyzed com protein,hydrolyzed plant protein,18.495926
hydrolyzed com protein,hydrolyzed soy protein,18.495926
carbonates de sodium et carbonates d'ammonium,bicarbonate d'ammonium,11.367317
carbonates de sodium et carbonates d'ammonium,carbonate acide d'ammonium,10.672695
hương kẹo nho tổng hợp dùng cho thực phẩm,hương nho tổng hợp dùng cho thực phẩm,49.28204
hương kẹo nho tổng hợp dùng cho thực phẩm,hương tổng hợp dùng cho thực phẩm,39.70467
nguyên liệu nhập khẩu từ úc,yến mạch nguyên chất  nguyên liệu nhập khẩu từ úc,51.06823
nguyên liệu nhập khẩu từ úc,nhập khẩu từ úc,41.916626
cả cơm,cơm,9.733255
cả cơm,cả,9.265793
gói yến,yến,11.500251
gói yến,tổ yến,10.751766
axit e5' cytidylic,axit e5' adenylic,21.100899
axit e5' cytidylic,5' axit cytidylic,11.102929
concentrated apple juice,apple juice,24.241821
concentrated apple juice,concentrated raspberry juice,18.743181
hướng sá xị tổng hợp,hương xá xị tổng hợp,22.13851
hướng sá xị tổng hợp,hướng tổng hợp,18.123909
muối sản phẩm có chứa mè,sản phẩm có chứa mè,38.045013
muối sản phẩm có chứa mè,muối  sản phẩm có chứa đậu nành,34.53553
chất khô,hàm lượng béo sữa tỉnh theo chất khô,15.013943
chất khô,hàm lượng béo sữa tinh theo chất khô,15.013943
chất làm dày gôm arabic,gôm arabic,23.778194
chất làm dày gôm arabic,chất làm dày,20.813452
"e941 , Khí nitơ , Nitrogen",khí nitơ,38.204727
"e941 , Khí nitơ , Nitrogen",e941,27.012527
muối tre,nước dừa bến tre,10.463534
muối tre,muối,6.944375
hóa,nhũ hóa,6.703245
hóa,sat nhu hóa,6.2936306
hương trái cây tổng hợp của xoài,hương trái cây tổng hợp,37.797535
hương trái cây tổng hợp của xoài,hương trái cây tổng hợp giống tự nhiên,33.96102
hạt phỉ,bột hạt phỉ,20.89875
hạt phỉ,hương hạt phỉ,20.89875
dầu gia vị ớt,gia vị ớt,24.9387
dầu gia vị ớt,các gia vị ớt,23.86178
"e220 , Sulfua dioxyd , Sulfur dioxide",e220,27.012527
"e220 , Sulfua dioxyd , Sulfur dioxide",chất bảo quản sulfua dioxyd e220,18.130566
chiết xuất từ vỏ nho,chất chiết xuất từ vỏ nho,41.91279
chiết xuất từ vỏ nho,chất tạo màu tự nhiên xuất từ vỏ nho,32.86254
hương trái cây tổng hợp dùng cho thực phẩm,hương tổng hợp dùng cho thực phẩm,39.70467
hương trái cây tổng hợp dùng cho thực phẩm,hương bò tổng hợp dùng cho thực phẩm,38.30933
được làm từ  nước dừa,được làm từ nước cam có đặc,33.533943
được làm từ  nước dừa,được làm từ lúa,28.118519
dầu hạt hướng dương tinh luyện,dầu hướng dương tinh luyện,40.69353
dầu hạt hướng dương tinh luyện,dầu hạt hướng dương,34.661816
xúc xích,xúc xích heo,21.813408
xúc xích,hương xúc xích,21.791965
"e1203 , Polyvinyl alcohol , Polyvinyl alcohol","e1209 , Copolyme ghép của Polyvinyl alcohol (PVA) - Polyethylen glycol (PEG) , Polyvinyl alcohol (PVA) - polyethylene glucol (PEG) graft co-polymer",32.00776
"e1203 , Polyvinyl alcohol , Polyvinyl alcohol","e1201 , Polyvinyl pyrrolidon , Polyvinyl pyrrolidone",22.67997
maize starch,maize starch powder,24.172104
maize starch,modified maize starch,21.683947
hương trứng muối tổng hợp dùng cho thực phẩm,hương trứng muối tổng hợp,43.074757
hương trứng muối tổng hợp dùng cho thực phẩm,hương tổng hợp dùng cho thực phẩm,39.70467
muối iốt dầu mè,dầu mè,20.666153
muối iốt dầu mè,mè  dầu mè,19.667702
5 tỷ khuẩn probiotic lactobacillus casei shirota,5',10.704107
5 tỷ khuẩn probiotic lactobacillus casei shirota,5,10.704107
đường kinh,cốm nếp khô  đường kinh,22.424652
đường kinh,đường kinh trắng,17.877787
bột mì mềm,bột mì,12.525181
bột mì mềm,bột mì tinh,11.869227
lòng đỏ trứng tiệt trùng từ trứng gà nuôi thả,từ trứng gà nuôi thả,59.116486
lòng đỏ trứng tiệt trùng từ trứng gà nuôi thả,lòng đỏ trứng tiệt trùng,51.144913
dịch quả chà là,mảnh quả chà là,34.065643
dịch quả chà là,chà là,22.631037
e450_i e450_ii,e450_ii,12.158652
e450_i e450_ii,e450_i,11.792564
bồ câu,bồ,12.648787
bồ câu,bột rau câu,10.672695
hương quả óc chó tổng hợp,nhân quả óc chó,21.262032
hương quả óc chó tổng hợp,bột quả óc chó,21.262032
chết tạo ngọt,chất tạo ngọt,16.85489
chết tạo ngọt,sản phẩm có chứa thành phần tạo ngọt,13.549343
canxi soy polysaccharide,soybean polysaccharide,11.825552
canxi soy polysaccharide,canxi,8.743376
tuơng đậu nành,đậu nành,13.048137
tuơng đậu nành,vây đậu nành,12.408138
chiết xuất thảo mộc,thảo mộc,22.7961
chiết xuất thảo mộc,hương thảo mộc,21.667494
viên thịt,viên mọc thịt,17.633738
viên thịt,viên đen,10.007439
chất chống oxy hóa tocopherols hỗn hợp,chất chống oxy hoá tocopherols hỗn hợp,38.272984
chất chống oxy hóa tocopherols hỗn hợp,chất chống oxy hóa tocopherol hỗn hợp,33.961548
chất rắn sữa không béo,sữa không béo,31.699623
chất rắn sữa không béo,bột sữa không béo,30.386816
e460_i e407,e460_i,11.792564
e460_i e407,e407,11.256905
mô heo,heo,8.007265
mô heo,da heo,7.4861193
hương đậu đỗ tự nhiên,hương đậu đỏ tự nhiên,20.814137
hương đậu đỗ tự nhiên,hương đậu nành,13.296528
ớt ngọt,hương ngọt,8.511261
ớt ngọt,cải ngọt,8.511261
lá sen tươi sấy lạnh,khổ qua rừng tươi  sấy lạnh,31.473368
lá sen tươi sấy lạnh,khổ qua rừng sấy lạnh,20.213549
hành tim lát,hành tim,20.381626
hành tim lát,hành tim phi,19.33864
carmin,"e120 , Carmin , Carmines",21.030272
carmin,carmin e120,11.367317
thành phàn phụ,thành phần phụ,17.636604
thành phàn phụ,đậu phụ,11.025056
chiết xuất lá hương thảo,lá hương thảo,33.144825
chiết xuất lá hương thảo,hương lá hương thảo,31.738829
thịt ba chỉ bò mỹ,thịt ba chỉ bò nhập khẩu,39.54703
thịt ba chỉ bò mỹ,thịt cổ bò mỹ,28.267612
xơ thực vật tiêu chất điều vị,xơ thực vật,30.716322
xơ thực vật tiêu chất điều vị,chất điều vị,22.494715
chất tạo đặc,chất tạo chua,10.210252
chất tạo đặc,chất tạo xốp,10.210252
sữa tươi,kem sữa tươi,17.211988
sữa tươi,nước sữa tươi,17.211988
rượu vang đỏ,rượu vang,21.55988
rượu vang đỏ,rượu vang trắng,20.47136
gói tương ớt,tương ớt,20.336536
gói tương ớt,gia vị tương ớt,18.505772
gà rau củ bột gạo,bò rau củ bột gạo,38.206856
gà rau củ bột gạo,gà bó xôi cà rốt bột gạo,22.340202
chất điều vị monosodium glutamate e621,chất điều vị monosodium glutamate,38.729244
chất điều vị monosodium glutamate e621,monosodium glutamate e621,34.24259
tất cả từ nước ép cô đặc,tất cả từ nước ép trái cây cô đặc,54.305832
tất cả từ nước ép cô đặc,tất cả từ nước ép hỗn hợp trái cây,43.947872
natri clorua,muối natri clorua,23.924744
natri clorua,magiê clorua,10.52426
si rô hàm lượng fructose cao,siro ngô hàm lượng fructose cao,38.58483
si rô hàm lượng fructose cao,si rô ngô hàm lượng cao fructose,22.041496
dầu ô liu extra virgin,dầu ô liu,27.9445
dầu ô liu extra virgin,dầu ô liu tinh luyện,25.607151
oleresin paprika,paprika,9.58372
oleresin paprika,ớt paprika,8.959972
"e160b_i , Chất chiết xuất từ annatto, bixin based , Annatto extracts, bixin-based",chất chiết xuất từ annatto bixin based,86.70611
"e160b_i , Chất chiết xuất từ annatto, bixin based , Annatto extracts, bixin-based",màu tự nhiên chất chiết xuất từ annatto bixin based,74.56695
butter,butter oil,11.825552
butter,cocoa butter,10.751766
crom clorid,clorid,9.448116
crom clorid,kali clorid,8.833194
l camitin,l,9.448116
l camitin,l carnitine,8.833194
caramen nhóm iii xử lý amoni,xử lý amoni,33.326355
caramen nhóm iii xử lý amoni,caramen nhóm iii,27.878653
tomate,poudre de tomate,11.102929
tomate,tomate en poudre,11.102929
dl alpha tocoph eryl acetat,dl alpha tocopheryl acetat,28.326122
dl alpha tocoph eryl acetat,dl alpha,21.95771
các sản phẩm từ đậu nành,sản phẩm có thể chứa các sản phẩm từ đậu nành,37.409615
các sản phẩm từ đậu nành,sản phẩm từ đậu nành,35.09669
chất chống ôxi hóa dùng trong thực phẩm,chất nhũ hóa dùng trong thực phẩm,41.962612
chất chống ôxi hóa dùng trong thực phẩm,dùng trong thực phẩm,30.674011
l arginine,l,9.448116
l arginine,l carnitine,8.833194
gói hút ẩm giữ độ tươi cho sản phẩm,hình ảnh chỉ minh họa cho sản phẩm chất điều vị,14.016121
gói hút ẩm giữ độ tươi cho sản phẩm,sản phẩm,12.6877775
cochineal,cochineal red a,11.102929
chất tạo màu caramen nhóm iv tổng hợp súp,chất tạo màu caramen nhóm iv,44.601097
chất tạo màu caramen nhóm iv tổng hợp súp,chất tạo màu riboflavin tổng hợp súp,39.060154
nda 12,12,12.158652
nda 12,bb 12,11.367317
sầu riêng,sầu riêng musang king,21.621723
sầu riêng,sầu riêng nghiên nhuyễn,21.621723
"e356 ,  , sodium adipate","e357 ,  , potassium adipate",14.300062
"e356 ,  , sodium adipate","e335 ,  , sodium tartrates",12.195034
giuten từ lúa mì,từ lúa mì,23.575958
giuten từ lúa mì,protein từ lúa mì,22.57431
hương ngò rí tổng hợp,hương ngò rí,26.061953
hương ngò rí tổng hợp,hương ngò tổng hợp,22.407146
bí ngô,bột bí ngô,20.852602
bí ngô,quả bí ngô,20.852602
dinatri e5' inosinal,dinatri e5,17.883423
dinatri e5' inosinal,dinatri e5',17.883423
bột ngũ vị hương,ngũ vị hương,30.88731
bột ngũ vị hương,bột ngũ vị,26.448957
hành parol,hành,7.805247
hành parol,hành tim,7.297249
phẩm màu có nguồn gốc tự nhiên,phẩm màu có nguồn gốc tự nhiên caramen nhóm iv,51.58882
phẩm màu có nguồn gốc tự nhiên,phẩm màu tổng hợp có nguồn gốc tự nhiên,44.309505
trứng toàn phần,nito toàn phần,19.855984
trứng toàn phần,sữa toàn phần,19.855984
"e1421 , Starch acetate este hóa với vinyl acetate , Starch acetate esterified with vinyl acetate","e1420 , Starch acetate , Starch acetate",69.49248
"e1421 , Starch acetate este hóa với vinyl acetate , Starch acetate esterified with vinyl acetate",starch acetate,66.516815
gà tươi,thịt gà tươi,19.173834
gà tươi,trứng gà tươi,19.173834
e1204,"e1204 , Pullulan , Pullulan",22.546412
e1204,chất làm dày e1204,10.058077
"e472a , Este của glycerol với acid acetic và acid béo , Acetic and fatty acid esters of glycerol","e472b , Este của glycerol với acid lactic và acid béo , Lactic and fatty acid esters of glycerol",91.117714
"e472a , Este của glycerol với acid acetic và acid béo , Acetic and fatty acid esters of glycerol","e472c , Este của glycerol với acid citric và acid béo , Citric and fatty acid esters of glycerol",91.117714
"e1105 , Lysozym , Lysozyme",lysozyme from egg,11.102929
mít non,mít,12.158652
mít non,mít tươi,11.367317
đường đen,xốt đường đen,18.370277
đường đen,nước đường đen,18.370277
chất tạo ngọt tổng hợp e955,chất tạo ngọt tổng hợp,32.201813
chất tạo ngọt tổng hợp e955,chất tạo ngọt tổng hợp e420,31.022148
một bắp,một gluten,10.52426
một bắp,một ong,10.52426
